timestamp	position_rotation	position_translation
2026-03-03 06:12:52.125+00	{0,0,0.4093359,0.91238374}	{-74.52275,91.71791,1.89}
2026-03-03 06:12:52.392+00	{0,0,0.45795354,0.88897616}	{-74.59103,92.22112,1.89}
2026-03-03 06:12:52.609+00	{0,0,0.5215359,0.8532294}	{-74.59821,92.57279,1.89}
2026-03-03 06:12:52.789+00	{0,0,0.57024115,0.82147735}	{-74.80223,92.95008,1.89}
2026-03-03 06:12:52.982+00	{0,0,0.6057594,0.795648}	{-75.05886,93.20984,1.89}
2026-03-03 06:12:53.227+00	{0,0,0.62370557,0.78165936}	{-75.3133,93.380264,1.89}
2026-03-03 06:12:53.328+00	{0,0,0.6343169,0.77307314}	{-75.63459,93.568665,1.89}
2026-03-03 06:12:53.546+00	{0,0,0.6365921,0.7712007}	{-75.94878,93.56721,1.89}
2026-03-03 06:12:53.729+00	{0,0,0.62993443,0.7766484}	{-76.315445,93.589935,1.89}
2026-03-03 06:12:53.95+00	{0,0,0.61392593,0.7893637}	{-76.65355,93.60684,1.89}
2026-03-03 06:12:54.13+00	{0,0,0.5945314,0.80407244}	{-76.983864,93.61398,1.89}
2026-03-03 06:12:54.362+00	{0,0,0.5767618,0.8169125}	{-77.30606,93.64754,1.89}
2026-03-03 06:12:54.619+00	{0,0,0.5598418,0.8285996}	{-77.66915,93.70819,1.89}
2026-03-03 06:12:54.857+00	{0,0,0.5521415,0.8337505}	{-77.95949,93.800896,1.89}
2026-03-03 06:12:55.341+00	{0,0,0.5501489,0.8350666}	{-78.27941,93.92134,1.89}
2026-03-03 06:12:56.423+00	{0,0,0.55014235,0.8350709}	{-77.94448,93.77489,1.89}
2026-03-03 06:12:56.82+00	{0,0,0.54717565,0.83701783}	{-77.602646,93.61831,1.89}
2026-03-03 06:12:57.257+00	{0,0,0.5429256,0.8397808}	{-77.2919,93.46493,1.89}
2026-03-03 06:12:58.475+00	{0,0,0.528603,0.8488692}	{-77.02197,93.26965,1.89}
2026-03-03 06:12:58.942+00	{0,0,0.50794065,0.86139214}	{-76.78495,93.0463,1.89}
2026-03-03 06:12:59.338+00	{0,0,0.48093975,0.8767536}	{-76.504524,92.748474,1.89}
2026-03-03 06:12:59.71+00	{0,0,0.45735967,0.8892818}	{-76.26553,92.47421,1.89}
2026-03-03 06:13:00.016+00	{0,0,0.44356868,0.8962404}	{-76.0404,92.2352,1.89}
2026-03-03 06:13:01.28+00	{0,0,0.38160276,0.9243264}	{-76.35123,92.3356,1.89}
2026-03-03 06:13:01.609+00	{0,0,0.29279664,0.95617473}	{-76.84098,92.28192,1.89}
2026-03-03 06:13:01.8+00	{0,0,0.21978933,0.9755474}	{-77.18631,92.29301,1.89}
2026-03-03 06:13:02.012+00	{0,0,0.13774662,0.9904675}	{-77.55096,92.383354,1.89}
2026-03-03 06:13:02.255+00	{0,0,0.02970747,0.9995586}	{-78.01333,92.576866,1.89}
2026-03-03 06:13:02.441+00	{0,0,0.017752701,-0.9998424}	{-78.18499,92.66218,1.89}
2026-03-03 06:13:02.518+00	{0,0,0.07730028,-0.99700785}	{-78.45137,92.96331,1.89}
2026-03-03 06:13:02.794+00	{0,0,0.15717311,-0.98757106}	{-78.84268,93.39503,1.89}
2026-03-03 06:13:03.033+00	{0,0,0.17689212,-0.9842302}	{-78.57362,93.822495,1.89}
2026-03-03 06:13:03.349+00	{0,0,0.31143853,-0.9502663}	{-78.63015,94.30912,1.89}
2026-03-03 06:13:03.387+00	{0,0,0.33624524,-0.9417744}	{-78.75519,94.699356,1.89}
2026-03-03 06:13:03.771+00	{0,0,0.39399773,-0.9191114}	{-78.23021,95.04989,1.89}
2026-03-03 06:13:04.283+00	{0,0,0.5060904,-0.8624804}	{-77.956726,95.21153,1.89}
2026-03-03 06:13:04.425+00	{0,0,0.53280896,-0.8462355}	{-77.544075,95.704735,1.89}
2026-03-03 06:13:04.531+00	{0,0,0.55820125,-0.82970554}	{-77.30463,95.932465,1.89}
2026-03-03 06:13:04.926+00	{0,0,0.57261723,-0.8198228}	{-77.05744,96.10286,1.89}
2026-03-03 06:13:05.002+00	{0,0,0.58421594,-0.81159824}	{-76.76659,96.313995,1.89}
2026-03-03 06:13:05.203+00	{0,0,0.5975988,-0.80179524}	{-76.32475,96.44403,1.89}
2026-03-03 06:13:05.418+00	{0,0,0.6070493,-0.79466414}	{-75.84852,96.64975,1.89}
2026-03-03 06:13:05.534+00	{0,0,0.61176413,-0.7910402}	{-75.543785,96.749245,1.89}
2026-03-03 06:13:05.741+00	{0,0,0.6180653,-0.78612673}	{-75.05267,96.88189,1.89}
2026-03-03 06:13:05.885+00	{0,0,0.62111694,-0.7837179}	{-74.69814,96.987816,1.89}
2026-03-03 06:13:05.997+00	{0,0,0.6219422,-0.7830631}	{-74.38242,97.087036,1.89}
2026-03-03 06:13:06.141+00	{0,0,0.62098527,-0.7838222}	{-74.07771,97.15897,1.89}
2026-03-03 06:13:06.301+00	{0,0,0.61785847,-0.7862893}	{-73.76249,97.23225,1.89}
2026-03-03 06:13:06.389+00	{0,0,0.61193883,-0.79090506}	{-73.28111,97.331764,1.89}
2026-03-03 06:13:06.615+00	{0,0,0.5999347,-0.8000489}	{-72.78662,97.40013,1.89}
2026-03-03 06:13:06.766+00	{0,0,0.5898823,-0.8074892}	{-72.46815,97.396996,1.89}
2026-03-03 06:13:06.882+00	{0,0,0.57727265,-0.81655145}	{-72.15959,97.46001,1.89}
2026-03-03 06:13:07.014+00	{0,0,0.56346947,-0.8261368}	{-71.6962,97.58999,1.89}
2026-03-03 06:13:07.155+00	{0,0,0.5497824,-0.8353079}	{-71.38699,97.65775,1.89}
2026-03-03 06:13:07.266+00	{0,0,0.53590125,-0.8442806}	{-71.078285,97.70536,1.89}
2026-03-03 06:13:07.478+00	{0,0,0.5127861,-0.8585164}	{-70.2692,97.90779,1.89}
2026-03-03 06:13:07.689+00	{0,0,0.49031362,-0.8715461}	{-69.92124,98.02879,1.89}
2026-03-03 06:13:07.87+00	{0,0,0.46900016,-0.8831981}	{-69.410225,98.222755,1.89}
2026-03-03 06:13:08.009+00	{0,0,0.45669946,-0.889621}	{-69.08193,98.368065,1.89}
2026-03-03 06:13:08.139+00	{0,0,0.4466944,-0.8946866}	{-68.770294,98.53865,1.89}
2026-03-03 06:13:08.327+00	{0,0,0.44133076,-0.89734447}	{-68.47959,98.698784,1.89}
2026-03-03 06:13:08.365+00	{0,0,0.43491742,-0.9004703}	{-68.20132,98.864006,1.89}
2026-03-03 06:13:08.546+00	{0,0,0.42685598,-0.9043196}	{-67.9537,99.10752,1.89}
2026-03-03 06:13:08.665+00	{0,0,0.42136553,-0.90689087}	{-67.6991,99.29418,1.89}
2026-03-03 06:13:08.857+00	{0,0,0.41387984,-0.9103315}	{-67.36159,99.549355,1.89}
2026-03-03 06:13:09.088+00	{0,0,0.40708494,-0.9133903}	{-67.087036,99.812546,1.89}
2026-03-03 06:13:09.285+00	{0,0,0.40077338,-0.9161772}	{-66.792854,100.05506,1.89}
2026-03-03 06:13:09.495+00	{0,0,0.3977539,-0.91749215}	{-66.50265,100.27772,1.89}
2026-03-03 06:13:09.733+00	{0,0,0.39517164,-0.9186073}	{-66.25058,100.51447,1.89}
2026-03-03 06:13:10.011+00	{0,0,0.39338014,-0.9193759}	{-65.93549,100.802895,1.89}
2026-03-03 06:13:10.319+00	{0,0,0.39751545,-0.91759545}	{-65.705,101.04512,1.89}
2026-03-03 06:13:10.681+00	{0,0,0.4042317,-0.9146566}	{-65.45199,101.28905,1.89}
2026-03-03 06:13:10.989+00	{0,0,0.41040236,-0.9119045}	{-65.214165,101.53274,1.89}
2026-03-03 06:13:11.594+00	{0,0,0.58164793,-0.8134406}	{-75.45968,101.932755,1.89}
2026-03-03 06:13:12.424+00	{0,0,0.57760435,-0.81631684}	{-75.75486,101.8238,1.89}
2026-03-03 06:13:12.715+00	{0,0,0.575708,-0.8176554}	{-76.10217,101.712364,1.89}
2026-03-03 06:13:12.98+00	{0,0,0.5766438,-0.8169956}	{-76.41575,101.6087,1.89}
2026-03-03 06:13:13.053+00	{0,0,0.57990396,-0.8146848}	{-76.71118,101.519806,1.89}
2026-03-03 06:13:13.283+00	{0,0,0.58689463,-0.8096633}	{-77.01686,101.41501,1.89}
2026-03-03 06:13:13.464+00	{0,0,0.5952416,-0.8035467}	{-77.384415,101.3522,1.89}
2026-03-03 06:13:13.672+00	{0,0,0.6055313,-0.7958215}	{-77.75022,101.28404,1.89}
2026-03-03 06:13:13.909+00	{0,0,0.61282957,-0.7902151}	{-78.06977,101.24479,1.89}
2026-03-03 06:13:14.022+00	{0,0,0.6180201,-0.78616226}	{-78.75063,101.23379,1.89}
2026-03-03 06:13:14.149+00	{0,0,0.6225831,-0.7825536}	{-79.059654,101.18667,1.89}
2026-03-03 06:13:14.31+00	{0,0,0.62389266,-0.78151}	{-79.37584,101.14372,1.89}
2026-03-03 06:13:14.467+00	{0,0,0.6217534,-0.783213}	{-79.726,101.068596,1.89}
2026-03-03 06:13:14.743+00	{0,0,0.61353236,-0.7896695}	{-80.053795,100.917854,1.89}
2026-03-03 06:13:14.939+00	{0,0,0.60452986,-0.79658246}	{-80.3671,100.80872,1.89}
2026-03-03 06:13:15.201+00	{0,0,0.58612204,-0.81022274}	{-80.70181,100.585236,1.89}
2026-03-03 06:13:15.548+00	{0,0,0.54908484,-0.83576655}	{-81.11067,100.279,1.89}
2026-03-03 06:13:15.803+00	{0,0,0.51969266,-0.85435325}	{-81.42265,100.02487,1.89}
2026-03-03 06:13:15.985+00	{0,0,0.49901247,-0.8665948}	{-81.67723,99.77495,1.89}
2026-03-03 06:13:16.262+00	{0,0,0.47697476,-0.878917}	{-81.912056,99.50186,1.89}
2026-03-03 06:13:16.631+00	{0,0,0.46346807,-0.8861136}	{-82.1023,99.23317,1.89}
2026-03-03 06:13:17.808+00	{0,0,0.4184462,-0.90824157}	{-81.78532,99.28255,1.89}
2026-03-03 06:13:18.066+00	{0,0,0.37628073,-0.9265057}	{-81.467285,99.30206,1.89}
2026-03-03 06:13:18.345+00	{0,0,0.30547717,-0.9521994}	{-81.095245,99.284615,1.89}
2026-03-03 06:13:18.539+00	{0,0,0.23076695,-0.97300905}	{-80.757545,99.278404,1.89}
2026-03-03 06:13:18.812+00	{0,0,0.1115048,-0.99376386}	{-80.28012,99.445244,1.89}
2026-03-03 06:13:18.933+00	{0,0,0.036851794,-0.99932075}	{-79.858406,99.3588,1.89}
2026-03-03 06:13:19.005+00	{0,0,0.0055054147,0.99998486}	{-79.93461,99.24592,1.89}
2026-03-03 06:13:19.111+00	{0,0,0.034401543,0.99940807}	{-79.66101,99.53374,1.89}
2026-03-03 06:13:19.191+00	{0,0,0.11884157,0.99291325}	{-79.38969,99.676094,1.89}
2026-03-03 06:13:19.537+00	{0,0,0.30844745,0.9512414}	{-78.994415,100.0275,1.89}
2026-03-03 06:13:19.61+00	{0,0,0.33572298,0.94196075}	{-78.80452,100.30227,1.89}
2026-03-03 06:13:19.867+00	{0,0,0.3999523,0.916536}	{-78.71621,100.599754,1.89}
2026-03-03 06:13:19.994+00	{0,0,0.4932472,0.8698892}	{-78.6573,100.98322,1.89}
2026-03-03 06:13:20.205+00	{0,0,0.5331869,0.8459975}	{-78.74442,101.53127,1.89}
2026-03-03 06:13:20.464+00	{0,0,0.6078243,0.7940716}	{-79.002785,102.04163,1.89}
2026-03-03 06:13:20.69+00	{0,0,0.65433055,0.7562087}	{-79.29665,102.359764,1.89}
2026-03-03 06:13:20.814+00	{0,0,0.68046,0.7327853}	{-79.564514,102.52082,1.89}
2026-03-03 06:13:20.913+00	{0,0,0.7045115,0.70969254}	{-79.82762,102.68061,1.89}
2026-03-03 06:13:21.105+00	{0,0,0.7202957,0.6936671}	{-80.13482,102.790634,1.89}
2026-03-03 06:13:21.348+00	{0,0,0.73350513,0.67968386}	{-80.49899,102.871315,1.89}
2026-03-03 06:13:21.387+00	{0,0,0.74708015,0.66473395}	{-80.93541,102.91725,1.89}
2026-03-03 06:13:21.597+00	{0,0,0.75037754,0.66100943}	{-81.37839,102.91748,1.89}
2026-03-03 06:13:21.79+00	{0,0,0.7484002,0.66324735}	{-81.95345,102.88995,1.89}
2026-03-03 06:13:21.932+00	{0,0,0.7414794,0.67097557}	{-82.31079,102.8278,1.89}
2026-03-03 06:13:22.237+00	{0,0,0.7204454,0.6935117}	{-82.61656,102.65167,1.89}
2026-03-03 06:13:22.33+00	{0,0,0.6984483,0.7156605}	{-83.06257,102.494514,1.89}
2026-03-03 06:13:22.552+00	{0,0,0.67076796,0.74166733}	{-83.349724,102.406784,1.89}
2026-03-03 06:13:22.731+00	{0,0,0.6390131,0.7691959}	{-84.01591,102.277306,1.89}
2026-03-03 06:13:22.952+00	{0,0,0.6069889,0.79471034}	{-84.32221,102.36126,1.89}
2026-03-03 06:13:23.198+00	{0,0,0.56315446,0.8263517}	{-85.058304,102.37253,1.89}
2026-03-03 06:13:23.259+00	{0,0,0.5464725,0.8374771}	{-84.02757,102.75248,1.89}
2026-03-03 06:13:23.43+00	{0,0,0.5431316,0.83964765}	{-84.830605,102.53663,1.89}
2026-03-03 06:13:23.878+00	{0,0,0.5062192,0.8624049}	{-85.15321,102.57219,1.89}
2026-03-03 06:13:23.986+00	{0,0,0.49351647,0.86973643}	{-85.49653,102.63961,1.89}
2026-03-03 06:13:24.348+00	{0,0,0.48781815,0.8729453}	{-85.7684,102.80397,1.89}
2026-03-03 06:13:24.48+00	{0,0,0.48510474,0.87445605}	{-86.17206,103.035095,1.89}
2026-03-03 06:13:24.627+00	{0,0,0.48497674,0.8745271}	{-86.45034,103.215,1.89}
2026-03-03 06:13:24.802+00	{0,0,0.49208698,0.87054604}	{-86.74224,103.406685,1.89}
2026-03-03 06:13:24.876+00	{0,0,0.49499995,0.868893}	{-87.065125,103.557785,1.89}
2026-03-03 06:13:25.011+00	{0,0,0.49578416,0.8684458}	{-87.35857,103.688324,1.89}
2026-03-03 06:13:25.12+00	{0,0,0.5076982,0.861535}	{-87.667076,103.89747,1.89}
2026-03-03 06:13:25.312+00	{0,0,0.5149193,0.8572387}	{-87.92266,104.08115,1.89}
2026-03-03 06:13:25.547+00	{0,0,0.5256466,0.85070306}	{-88.17597,104.269356,1.89}
2026-03-03 06:13:26.662+00	{0,0,0.51728874,0.85581094}	{-87.878654,104.09167,1.89}
2026-03-03 06:13:26.943+00	{0,0,0.5016489,0.86507136}	{-87.49763,103.81202,1.89}
2026-03-03 06:13:27.212+00	{0,0,0.4735708,0.8807558}	{-87.20707,103.54729,1.89}
2026-03-03 06:13:27.6+00	{0,0,0.42440856,0.90547085}	{-86.91544,103.11553,1.89}
2026-03-03 06:13:27.741+00	{0,0,0.40033174,0.91637033}	{-86.76982,102.80968,1.89}
2026-03-03 06:13:28.027+00	{0,0,0.35018325,0.9366812}	{-86.62909,102.39599,1.89}
2026-03-03 06:13:28.136+00	{0,0,0.32849336,0.9445063}	{-86.56037,102.10351,1.89}
2026-03-03 06:13:28.544+00	{0,0,0.29709467,0.95484805}	{-86.39529,101.82106,1.89}
2026-03-03 06:13:29.727+00	{0,0,0.23606071,0.97173834}	{-86.72026,101.952545,1.89}
2026-03-03 06:13:29.944+00	{0,0,0.18494354,0.98274916}	{-86.99511,102.0853,1.89}
2026-03-03 06:13:30.151+00	{0,0,0.11393571,0.99348813}	{-87.31812,102.22122,1.89}
2026-03-03 06:13:30.384+00	{0,0,0.0025541754,0.9999967}	{-87.75863,102.46097,1.89}
2026-03-03 06:13:30.477+00	{0,0,0.026522182,-0.9996482}	{-87.86469,102.56673,1.89}
2026-03-03 06:13:30.679+00	{0,0,0.12370576,-0.9923189}	{-88.212006,102.841644,1.89}
2026-03-03 06:13:30.88+00	{0,0,0.22060369,-0.9753635}	{-88.43274,103.205635,1.89}
2026-03-03 06:13:31.065+00	{0,0,0.31722677,-0.9483497}	{-88.579544,103.616776,1.89}
2026-03-03 06:13:31.318+00	{0,0,0.37609616,-0.9265806}	{-88.70262,103.8986,1.89}
2026-03-03 06:13:31.425+00	{0,0,0.43904677,-0.8984642}	{-88.7139,104.30495,1.89}
2026-03-03 06:13:31.6+00	{0,0,0.50802994,-0.8613394}	{-88.93556,104.85033,1.89}
2026-03-03 06:13:31.817+00	{0,0,0.57315683,-0.81944567}	{-88.62884,105.19792,1.89}
2026-03-03 06:13:31.97+00	{0,0,0.63764644,-0.7703291}	{-88.39053,105.54083,1.89}
2026-03-03 06:13:32.198+00	{0,0,0.68877524,-0.724975}	{-88.097305,105.85343,1.89}
2026-03-03 06:13:32.408+00	{0,0,0.7294306,-0.6840548}	{-87.68056,106.11527,1.89}
2026-03-03 06:13:32.542+00	{0,0,0.7523406,-0.6587744}	{-87.378876,106.23035,1.89}
2026-03-03 06:13:32.741+00	{0,0,0.7730277,-0.6343723}	{-86.92071,106.35184,1.89}
2026-03-03 06:13:32.871+00	{0,0,0.78747445,-0.6163474}	{-86.60726,106.38901,1.89}
2026-03-03 06:13:33.032+00	{0,0,0.7996188,-0.600508}	{-86.25657,106.40822,1.89}
2026-03-03 06:13:33.121+00	{0,0,0.8083559,-0.5886941}	{-85.93546,106.35733,1.89}
2026-03-03 06:13:33.319+00	{0,0,0.8145773,-0.5800551}	{-85.44397,106.29257,1.89}
2026-03-03 06:13:33.497+00	{0,0,0.81615406,-0.5778344}	{-85.06377,106.19447,1.89}
2026-03-03 06:13:33.667+00	{0,0,0.8136411,-0.58136755}	{-84.75493,105.97939,1.89}
2026-03-03 06:13:33.806+00	{0,0,0.8102472,-0.58608836}	{-84.28852,105.87619,1.89}
2026-03-03 06:13:33.959+00	{0,0,0.80519587,-0.593009}	{-83.97216,105.77652,1.89}
2026-03-03 06:13:34.068+00	{0,0,0.80047387,-0.59936774}	{-83.64644,105.6648,1.89}
2026-03-03 06:13:34.257+00	{0,0,0.7913716,-0.6113355}	{-83.182526,105.488106,1.89}
2026-03-03 06:13:34.403+00	{0,0,0.78472483,-0.6198444}	{-82.92009,105.33597,1.89}
2026-03-03 06:13:34.549+00	{0,0,0.7774668,-0.62892413}	{-82.60157,105.20376,1.89}
2026-03-03 06:13:34.668+00	{0,0,0.7680017,-0.6404479}	{-82.29818,105.10737,1.89}
2026-03-03 06:13:34.786+00	{0,0,0.7592866,-0.6507565}	{-81.96431,104.993164,1.89}
2026-03-03 06:13:34.943+00	{0,0,0.7498953,-0.6615566}	{-81.647285,104.87368,1.89}
2026-03-03 06:13:35.071+00	{0,0,0.7394579,-0.6732029}	{-81.346466,104.77857,1.89}
2026-03-03 06:13:35.203+00	{0,0,0.72624576,-0.68743515}	{-81.00037,104.70554,1.89}
2026-03-03 06:13:35.357+00	{0,0,0.7126758,-0.7014935}	{-80.688965,104.60917,1.89}
2026-03-03 06:13:35.614+00	{0,0,0.68508404,-0.728464}	{-80.09781,104.41452,1.89}
2026-03-03 06:13:35.683+00	{0,0,0.6832473,-0.73018706}	{-80.14842,104.11341,1.89}
2026-03-03 06:13:35.808+00	{0,0,0.66905427,-0.74321353}	{-79.8577,104.74406,1.89}
2026-03-03 06:13:35.864+00	{0,0,0.6421269,-0.7665983}	{-79.467606,104.35592,1.89}
2026-03-03 06:13:36.123+00	{0,0,0.61227244,-0.7906468}	{-78.90487,104.23267,1.89}
2026-03-03 06:13:36.286+00	{0,0,0.59990436,-0.80007166}	{-78.601944,104.21547,1.89}
2026-03-03 06:13:36.488+00	{0,0,0.590959,-0.80670154}	{-78.28772,104.15926,1.89}
2026-03-03 06:13:36.532+00	{0,0,0.5717975,-0.82039475}	{-77.99343,104.22989,1.89}
2026-03-03 06:13:36.747+00	{0,0,0.5537438,-0.8326871}	{-77.620316,104.29829,1.89}
2026-03-03 06:13:36.914+00	{0,0,0.543651,-0.83931136}	{-77.3238,104.38617,1.89}
2026-03-03 06:13:37.177+00	{0,0,0.52618754,-0.8503685}	{-76.916176,104.503296,1.89}
2026-03-03 06:13:37.504+00	{0,0,0.51656306,-0.8562491}	{-76.57704,104.651,1.89}
2026-03-03 06:13:37.921+00	{0,0,0.5104998,-0.8598779}	{-76.280716,104.756966,1.89}
2026-03-03 06:13:39.175+00	{0,0,0.50891477,-0.8608169}	{-76.00551,104.899445,1.89}
2026-03-03 06:13:39.714+00	{0,0,0.509079,-0.8607198}	{-75.720726,105.06665,1.89}
2026-03-03 06:13:40.133+00	{0,0,0.50990796,-0.8602289}	{-75.44618,105.206726,1.89}
2026-03-03 06:13:40.985+00	{0,0,0.44023654,-0.8978818}	{-69.13809,100.28522,1.89}
2026-03-03 06:13:42.928+00	{0,0,0.43594325,-0.89997417}	{-69.383865,100.071205,1.89}
2026-03-03 06:13:43.385+00	{0,0,0.43204707,-0.90185106}	{-69.584915,99.83513,1.89}
2026-03-03 06:13:43.779+00	{0,0,0.42887473,-0.90336394}	{-69.85423,99.578224,1.89}
2026-03-03 06:13:44.17+00	{0,0,0.42528197,-0.9050609}	{-70.09388,99.35899,1.89}
2026-03-03 06:13:44.561+00	{0,0,0.41807926,-0.90841055}	{-70.334045,99.13646,1.89}
2026-03-03 06:13:44.93+00	{0,0,0.402085,-0.9156023}	{-70.54373,98.848076,1.89}
2026-03-03 06:13:46.825+00	{0,0,0.50054014,-0.8657133}	{-70.68468,99.13553,1.89}
2026-03-03 06:13:47.285+00	{0,0,0.56829983,-0.8228215}	{-70.6277,99.434044,1.89}
2026-03-03 06:13:47.774+00	{0,0,0.6072951,-0.79447633}	{-70.55682,99.7465,1.89}
2026-03-03 06:13:48.201+00	{0,0,0.6390099,-0.7691984}	{-70.3313,99.98628,1.89}
2026-03-03 06:13:48.898+00	{0,0,0.64845234,-0.7612552}	{-70.04752,100.0932,1.89}
2026-03-03 06:13:49.598+00	{0,0,0.62745196,-0.77865523}	{-69.69978,100.05448,1.89}
2026-03-03 06:13:50.135+00	{0,0,0.5854345,-0.81071967}	{-69.262596,99.87844,1.89}
2026-03-03 06:13:50.823+00	{0,0,0.505305,-0.8629408}	{-68.91453,99.86932,1.89}
2026-03-03 06:13:51.523+00	{0,0,0.4070882,-0.91338885}	{-68.69719,99.53463,1.89}
2026-03-03 06:13:53.609+00	{0,0,0.3605187,-0.93275195}	{-68.39169,99.57227,1.89}
2026-03-03 06:13:54.936+00	{0,0,0.38313228,-0.9236935}	{-68.244865,99.83591,1.89}
2026-03-03 06:13:57.944+00	{0,0,0.4251171,-0.9051384}	{-68.154854,100.12425,1.89}
2026-03-03 06:14:00.925+00	{0,0,0.42301673,-0.90612185}	{-68.390236,99.935905,1.89}
2026-03-03 06:14:01.977+00	{0,0,0.4189637,-0.908003}	{-68.60621,99.72381,1.89}
2026-03-03 06:14:06.334+00	{0,0,0.3873816,-0.92191947}	{-68.31356,99.835365,1.89}
2026-03-03 06:14:07.61+00	{0,0,0.41061258,-0.9118099}	{-68.13923,100.111015,1.89}
2026-03-03 06:14:10.92+00	{0,0,0.42605796,-0.90469587}	{-67.936424,100.35256,1.89}
2026-03-03 06:14:12.337+00	{0,0,0.41699845,-0.9089072}	{-67.66648,100.51142,1.89}
2026-03-03 06:14:16.008+00	{0,0,0.44212356,-0.8969541}	{-67.97686,100.3927,1.89}
2026-03-03 06:14:16.602+00	{0,0,0.4800519,-0.87724006}	{-68.2953,100.33118,1.89}
2026-03-03 06:14:17.007+00	{0,0,0.508766,-0.8609048}	{-68.60223,100.24887,1.89}
2026-03-03 06:14:17.425+00	{0,0,0.540385,-0.84141785}	{-69.00465,100.18025,1.89}
2026-03-03 06:14:17.702+00	{0,0,0.5653481,-0.8248524}	{-69.33879,100.139046,1.89}
2026-03-03 06:14:18.072+00	{0,0,0.5880829,-0.80880064}	{-69.71255,100.102905,1.89}
2026-03-03 06:14:18.392+00	{0,0,0.6084739,-0.79357386}	{-70.04835,100.06893,1.89}
2026-03-03 06:14:18.729+00	{0,0,0.62418413,-0.78127724}	{-70.3821,100.06379,1.89}
2026-03-03 06:14:19.074+00	{0,0,0.6340004,-0.77333266}	{-70.70627,100.03607,1.89}
2026-03-03 06:14:19.339+00	{0,0,0.6384122,-0.7696946}	{-71.00663,99.987434,1.89}
2026-03-03 06:14:19.594+00	{0,0,0.6416363,-0.76700896}	{-71.30595,99.94327,1.89}
2026-03-03 06:14:19.855+00	{0,0,0.6439825,-0.76504016}	{-71.61354,99.87543,1.89}
2026-03-03 06:14:20.13+00	{0,0,0.6441939,-0.7648622}	{-71.91872,99.80808,1.89}
2026-03-03 06:14:20.469+00	{0,0,0.6429558,-0.76590323}	{-72.29878,99.751495,1.89}
2026-03-03 06:14:20.726+00	{0,0,0.6403388,-0.7680926}	{-72.65157,99.67024,1.89}
2026-03-03 06:14:20.981+00	{0,0,0.63427943,-0.77310383}	{-72.96624,99.58176,1.89}
2026-03-03 06:14:21.404+00	{0,0,0.6236136,-0.7817327}	{-73.39663,99.444695,1.89}
2026-03-03 06:14:21.668+00	{0,0,0.61631805,-0.7874973}	{-73.70821,99.336044,1.89}
2026-03-03 06:14:22.039+00	{0,0,0.60806096,-0.7938903}	{-74.016464,99.23584,1.89}
2026-03-03 06:14:22.301+00	{0,0,0.5997674,-0.80017436}	{-74.36397,99.08033,1.89}
2026-03-03 06:14:22.559+00	{0,0,0.5923797,-0.8056589}	{-74.647934,98.9589,1.89}
2026-03-03 06:14:22.794+00	{0,0,0.58550113,-0.8106715}	{-74.930565,98.81681,1.89}
2026-03-03 06:14:23.169+00	{0,0,0.5752266,-0.81799406}	{-75.268616,98.66121,1.89}
2026-03-03 06:14:23.456+00	{0,0,0.56549025,-0.82475495}	{-75.57584,98.50927,1.89}
2026-03-03 06:14:23.739+00	{0,0,0.5569512,-0.8305451}	{-75.89437,98.342354,1.89}
2026-03-03 06:14:23.975+00	{0,0,0.5495116,-0.83548605}	{-76.168816,98.180664,1.89}
2026-03-03 06:14:24.301+00	{0,0,0.5415146,-0.8406913}	{-76.44396,98.041046,1.89}
2026-03-03 06:14:24.535+00	{0,0,0.53278345,-0.8462516}	{-76.714005,97.869026,1.89}
2026-03-03 06:14:24.793+00	{0,0,0.5236304,-0.8519455}	{-76.98487,97.699715,1.89}
2026-03-03 06:14:25.157+00	{0,0,0.5103251,-0.85998154}	{-77.29613,97.464584,1.89}
2026-03-03 06:14:25.418+00	{0,0,0.4976153,-0.8673978}	{-77.54197,97.268425,1.89}
2026-03-03 06:14:25.721+00	{0,0,0.47726822,-0.87875766}	{-77.83369,97.024025,1.89}
2026-03-03 06:14:25.985+00	{0,0,0.45593348,-0.8900138}	{-78.063095,96.760666,1.89}
2026-03-03 06:14:26.239+00	{0,0,0.43019712,-0.90273494}	{-78.23366,96.49401,1.89}
2026-03-03 06:14:26.536+00	{0,0,0.40144137,-0.91588473}	{-78.376366,96.20717,1.89}
2026-03-03 06:14:26.784+00	{0,0,0.36952287,-0.92922163}	{-78.51912,95.91315,1.89}
2026-03-03 06:14:27.116+00	{0,0,0.33567226,-0.9419788}	{-78.59683,95.61808,1.89}
2026-03-03 06:14:27.383+00	{0,0,0.29373375,-0.95588726}	{-78.6753,95.235344,1.89}
2026-03-03 06:14:27.658+00	{0,0,0.25989723,-0.96563625}	{-78.7531,94.93536,1.89}
2026-03-03 06:14:27.854+00	{0,0,0.23460819,-0.97209}	{-78.77859,94.56381,1.89}
2026-03-03 06:14:28.281+00	{0,0,0.18363997,-0.98299354}	{-78.78595,94.200874,1.89}
2026-03-03 06:14:28.598+00	{0,0,0.14483628,-0.98945564}	{-78.76893,93.85822,1.89}
2026-03-03 06:14:29.011+00	{0,0,0.109626204,-0.9939729}	{-78.73973,93.53525,1.89}
2026-03-03 06:14:29.544+00	{0,0,0.08543735,-0.99634355}	{-78.70606,93.20338,1.89}
